id,label
2303,0
2304,0
2307,4
2311,3
2312,4
2317,2
2320,3
2321,3
2326,3
2329,1
2331,3
2332,0
2339,1
2340,2
2341,3
2342,0
2343,3
2345,0
2346,1
2349,0
2350,0
2352,0
2353,4
2355,3
2356,1
2357,2
2358,4
2362,4
2363,3
2364,0
2365,4
2366,2
2367,3
2369,3
2371,3
2373,4
2375,4
2376,2
2379,4
2383,3
2384,4
2388,0
2390,3
2392,3
2393,0
2394,0
2395,1
2396,4
2397,3
2399,4
2400,0
2401,4
2402,4
2412,0
2413,2
2414,1
2416,3
2418,1
2420,1
2421,3
2423,3
2424,4
2425,4
2426,1
2427,2
2429,1
2431,3
2434,0
2437,1
2439,2
2440,3
2448,4
2449,2
2450,2
2451,4
2454,0
2455,1
2457,1
2458,4
2459,1
2460,4
2461,1
2462,0
2466,1
2467,1
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2477,1
2478,1
2479,3
2481,3
2482,3
2483,3
2484,4
2485,1
2487,3
2490,3
2494,3
2496,4
2498,4
2499,3
2500,1
2503,0
2504,2
2506,1
2507,4
2508,2
2510,4
2512,0
2513,0
2518,2
2519,0
2520,2
2522,4
2523,2
2524,2
2531,1
2534,0
2538,0
2539,1
2540,4
2541,3
2546,2
2547,2
2550,1
2551,2
2553,3
2554,0
2556,0
2560,3
2561,4
2562,1
2566,3
2567,2
2570,4
2574,4
2576,4
2578,0
2579,0
2580,0
2581,4
2588,0
2589,1
2590,1
2591,1
2593,4
2597,0
2598,1
2599,0
2600,1
2601,2
2605,3
2607,3
2608,0
2611,0
2614,3
2616,2
2625,1
2628,0
2629,2
2630,0
2633,2
2634,0
2638,0
2642,3
2644,1
2647,0
2648,4
2649,1
2656,4
2657,3
2659,0
2664,1
2667,4
2668,4
2669,0
2670,0
2678,0
2680,0
2681,4
2682,4
2683,2
2684,0
2687,0
2688,0
2690,1
2691,4
2693,0
2696,3
2697,1
2698,3
2699,3
2702,3
2703,3
2706,4
2708,4
2709,0
2711,0
2713,1
2718,1
2719,0
2720,0
2723,2
2724,4
2725,1
2726,3
2727,0
2729,3
2731,4
2735,4
2736,1
2737,2
2744,1
2745,2
2748,1
2749,2
2752,4
2754,2
2755,0
2756,1
2759,4
2760,3
2761,0
2765,1
2767,0
2770,3
2772,2
2776,1
2778,1
2780,3
2781,0
2782,4
2784,2
2787,3
2789,0
2791,2
2793,4
2797,2
2799,3
2801,0
2804,2
2806,4
2807,1
2808,2
2810,1
2811,1
2812,1
2814,3
2815,1
2817,2
2818,3
2819,4
2822,2
2823,2
2825,1
2831,0
2833,4
2834,4
2835,0
2836,4
2838,4
2840,2
2842,3
2843,4
2844,4
2847,2
2849,4
2853,3
2854,3
2858,3
2859,4
2860,4
2861,0
2862,3
2863,3
2864,1
2866,0
2869,2
2870,0
2871,2
2872,4
2873,3
2875,4
2876,3
2879,0
2880,1
2881,4
2884,1
2886,0
2889,1
2894,2
2895,1
2896,2
2899,2
2901,0
2902,3
2904,3
2905,0
2907,1
2908,1
2909,0
2911,2
2912,3
2913,3
2914,1
2916,4
2918,1
2920,4
2922,4
2924,3
2925,1
2926,1
2927,4
2928,0
2930,1
2932,2
2933,4
2938,4
2944,2
2947,0
2948,4
2949,0
2952,2
2953,0
2954,0
2956,3
2957,0
2960,2
2961,2
2963,0
2964,2
2966,1
2968,4
2969,1
2971,0
2973,1
2980,2
2981,2
2984,3
2985,3
2986,1
2988,0
2992,1
2993,2
2994,2
2997,0
2998,3
3002,4
3005,0
3006,3
3010,1
3011,4
3012,4
3014,0
3017,4
3020,1
3025,3
3028,2
3030,0
3031,4
3032,3
3033,4
3035,0
3039,1
3042,2
3046,3
3049,0
3050,0
3052,0
3053,2
3054,2
3055,2
3057,4
3058,0
3060,2
3061,4
3062,2
3065,3
3069,2
3073,1
3077,2
3078,0
3079,0
3082,0
3084,0
3087,0
3088,4
3090,2
3091,4
3094,3
3096,3
3097,3
3099,3
3102,0
3103,2
3104,4
3106,2
3108,0
3111,4
3114,4
3116,3
3117,4
3118,4
3122,0
3123,4
3126,4
3127,2
3132,1
3133,4
3134,4
3135,3
3136,4
3138,4
3140,3
3142,1
3156,0
3157,1
3159,1
3160,1
3161,3
3162,2
3164,4
3168,0
3170,1
3171,4
3174,0
3176,2
3177,1
3178,1
3179,2
3180,4
3181,2
3183,2
3187,2
3189,1
3192,3
3195,4
3200,2
3202,0
3205,0
3206,4
3207,4
3208,4
3210,2
3215,2
3218,0
3219,3
3220,3
3221,4
3222,0
3227,2
3228,1
3229,2
3234,2
3235,3
3236,4
3239,2
3241,4
3244,4
3245,3
3246,4
3248,1
3253,4
3261,3
3262,3
3264,4
3266,4
3267,0
3268,0
3274,2
3275,0
3276,3
3278,2
3282,2
3284,2
3285,4
3291,2
3292,0
3296,3
3297,1
3299,4
3304,3
3305,0
3306,1
3307,3
3308,2
3309,2
3311,2
3312,4
3313,1
3314,2
3316,4
3317,1
3318,4
3323,4
3324,1
3327,3
3331,2
3334,1
3336,1
3337,3
3338,3
3339,4
3341,1
3343,3
3344,3
3345,4
3347,1
3349,2
3350,2
3351,4
3354,4
3355,0
3356,3
3357,1
3359,2
3360,4
3361,0
3363,1
3364,0
3365,4
3366,0
3368,1
3369,1
3373,2
3374,3
3375,4
3378,4
3380,4
3384,0
3386,1
3387,3
3388,1
3390,2
3391,1
3395,2
3398,0
3399,1
3401,4
3403,0
3405,3
3407,3
3408,1
3410,0
3412,3
3413,4
3414,4
3415,1
3417,0
3419,2
3420,2
3421,1
3422,2
3423,2
3425,1
3426,0
3428,2
3429,4
3432,2
3433,4
3435,1
3440,1
3443,0
3448,0
3450,2
3454,1
3456,2
3459,2
3460,4
3461,1
3463,4
3464,2
3470,3
3472,2
3473,3
3476,3
3477,3
3481,2
3482,0
3483,2
3489,0
3490,3
3491,4
3494,2
3498,0
3499,2
3500,4
3501,4
3502,2
3503,4
3505,1
3508,1
3509,3
3511,4
3512,3
3515,3
3517,1
3518,3
3520,0
3521,1
3525,2
3526,1
3527,4
3528,0
3529,3
3530,4
3534,4
3536,3
3538,3
3540,0
3541,0
3543,0
3547,3
3549,2
3551,0
3556,1
3557,2
3558,4
3559,2
3564,3
3568,0
3572,2
3575,0
3580,1
3585,4
3587,1
3588,3
3591,3
3593,0
3594,4
3597,0
3599,2
3600,2
3602,2
3606,0
3607,0
3615,1
3618,2
3620,0
3623,0
3624,0
3625,3
3627,4
3630,2
3631,3
3632,1
3633,4
3638,0
3639,2
3640,4
3641,0
3642,2
3644,2
3645,3
3646,2
3647,3
3649,2
3650,3
3653,3
3654,3
3658,3
3662,1
3666,4
3669,2
3671,1
3673,1
3674,0
3678,0
3680,2
3685,2
3686,0
3688,2
3691,3
3692,0
3693,0
3695,0
3696,2
3702,1
3703,1
3704,2
3707,2
3708,4
3711,3
3712,4
3715,2
3716,3
3723,3
3724,4
3726,1
3733,3
3739,2
3740,4
3742,0
3745,3
3747,3
3749,4
3751,1
3752,2
3753,2
3755,1
3756,3
3759,2
3761,2
3762,0
3764,3
3766,1
3768,1
3772,0
3773,1
3774,3
3775,4
3779,3
3780,1
3781,1
3785,0
3792,0
3793,3
3794,2
3795,4
3799,2
3800,1
3802,0
3804,1
3806,3
3807,2
3808,4
3813,0
3818,2
3820,1
3822,0
3826,4
3828,1
3829,0
3831,1
3832,1
3834,4
3835,0
3842,3
3843,4
3846,1
3848,2
3850,2
3853,4
3855,1
3856,1
3857,2
3858,0
3859,1
3860,4
3864,0
3866,1
3876,1
3877,3
3878,1
3879,2
3880,4
3883,3
3886,2
3890,3
3891,3
3892,3
3893,3
3894,0
3895,1
3898,3
3899,4
3900,3
3903,3
3904,0
3905,0
3906,0
3907,3
3910,2
3914,0
3916,1
3918,2
3919,4
3923,0
3925,1
3926,4
3931,4
3934,3
3935,0
3936,0
3937,2
3939,4
3940,2
3942,2
3943,2
3945,0
3946,4
3947,2
3948,2
3950,2
3953,3
3957,0
3959,1
3960,2
3961,1
3962,2
3963,2
3964,1
3965,0
3967,3
3968,1
3969,0
3970,4
3972,2
3977,0
3981,4
3983,4
3984,1
3985,0
3987,0
3988,4
3991,3
3992,0
3998,2
3999,3
4000,2
4001,2
4004,1
4006,0
4008,0
4013,0
4014,0
4016,1
4017,4
4018,4
4020,1
4021,0
4022,0
4023,1
4025,3
4026,2
4027,0
4029,1
4032,4
4034,3
4035,1
4036,1
4043,3
4045,3
4046,2
4047,1
4050,2
4051,0
4052,1
4057,4
4061,2
4066,2
4069,0
4070,1
4072,2
4073,4
4074,3
4077,1
4080,2
4082,3
4083,2
4087,3
4089,1
4090,1
4092,4
4098,0
4099,0
4100,4
4101,3
4104,0
4106,4
4107,4
4110,3
4111,2
4115,3
4117,3
4118,1
4119,2
4123,1
4124,4
4125,2
4127,2
4130,1
4132,3
4133,2
4135,3
4137,4
4138,1
4139,1
4141,2
4143,2
4144,3
4147,2
4148,0
4151,3
4157,0
4159,3
4161,2
4162,4
4164,3
4169,3
4171,1
4173,4
4174,0
4175,1
4176,1
4177,0
4178,0
4180,4
4183,0
4185,4
4188,4
4189,0
4195,2
4197,1
4199,4
4200,3
4203,2
4205,2
4206,4
4207,3
4210,2
4212,3
4214,4
4217,0
4219,2
4223,0
4233,4
4234,2
4236,0
4237,0
4238,1
4239,2
4241,4
4242,4
4243,0
4244,1
4246,3
4248,4
4249,3
4250,1
4251,0
4253,4
4254,3
4255,4
4256,4
4261,4
4262,1
4263,2
4264,0
4265,0
4266,0
4267,4
4268,1
4269,2
4271,2
4273,4
4275,0
4276,2
4277,4
4279,0
4280,4
4282,4
4288,2
4290,0
4291,2
4292,4
4293,1
4294,0
4296,4
4297,1
4300,0
4303,2
4304,1
4305,3
4307,1
4308,0
4309,0
4312,0
4314,4
4316,1
4319,0
4321,4
4322,4
4328,4
4329,0
4330,0
4331,3
4332,4
4333,4
4335,2
4337,1
4338,0
4339,3
4341,0
4346,4
4347,0
4350,3
4356,2
4357,4
4358,4
4361,3
4363,3
4367,3
4368,0
4373,1
4376,3
4380,3
4385,3
4386,0
4387,2
4388,2
4390,0
4392,0
4394,2
4395,4
4397,3
4398,1
4399,2
4400,2
4401,1
4403,3
4405,3
4406,2
4408,0
4409,1
4411,3
4412,4
4414,2
4415,2
4417,0
4418,0
4419,1
4420,1
4424,0
4425,0
4427,3
4428,4
4436,0
4440,0
4441,0
4444,3
4447,2
4448,1
4450,3
4452,1
4453,0
4455,3
4456,4
4457,2
4458,3
4459,4
4460,3
4461,2
4464,2
4465,2
4466,0
4468,2
4471,2
4472,3
4473,2
4474,3
4476,1
4477,4
4478,4
4480,1
4482,3
4483,2
4485,0
4486,2
4487,1
4488,2
4489,2
4490,4
4491,3
4497,2
4499,1
4500,4
4502,4
4505,2
4506,0
4507,2
4509,4
4510,3
4512,0
4513,2
4518,2
4519,3
4524,0
4525,4
4527,4
4528,2
4529,2
4532,2
4533,1
4535,0
4538,0
4539,0
4540,3
4541,3
4543,3
4544,0
4546,0
4547,0
4548,4
4551,4
4553,4
4554,1
4555,2
4556,4
4558,0
4562,4
4563,0
4564,3
4566,1
4567,1
4568,0
4569,4
4571,2
4575,3
4577,4
4578,3
4579,0
4580,3
4581,0
4583,2
4584,2
4588,2
4590,0
4591,2
4592,0
4595,3
4596,3
4598,4
4599,4
4603,4
4604,3
4605,3
4607,4
4610,3
4611,4
4612,2
4615,3
4616,4
4618,3
4620,2
4623,0
4626,4
4630,3
4633,0
4635,0
4639,3
4640,0
4641,4
4642,4
4643,4
4644,0
4647,2
4649,4
4652,2
4654,0
4658,1
4660,1
4661,0
4662,2
4665,3
4666,1
4667,0
4668,1
4673,4
4678,0
4681,4
4682,1
4684,2
4685,1
4686,2
4688,0
4689,0
4691,1
4692,2
4693,2
4694,3
4695,1
4697,3
4698,1
4702,0
4703,1
4704,0
4706,3
4710,1
4711,2
4712,1
4714,4
4715,0
4717,0
4719,4
4720,1
4722,1
4724,1
4727,2
4729,0
4731,0
4736,0
4737,1
4738,2
4744,0
4745,0
4746,1
4749,0
4750,3
4751,4
4754,2
4756,1
4757,4
4758,4
4762,2
4763,1
4765,4
4767,0
4771,0
4773,0
4774,2
4777,1
4778,4
4779,1
4783,2
4784,4
4785,1
4791,2
4792,2
4794,0
4797,0
4798,1
4802,2
4803,1
4805,1
4806,4
4807,2
4809,4
4811,1
4814,0
4816,4
4818,1
4819,0
4820,0
4821,3
4825,0
4827,2
4830,0
4832,3
4834,0
4838,2
4839,3
4840,0
4841,0
4842,0
4843,0
4844,3
4845,4
4847,4
4849,3
4850,0
4851,2
4854,0
4855,1
4856,1
4859,1
4860,2
4861,2
4866,1
4868,1
4869,2
4870,3
4875,1
4876,2
4877,4
4880,0
4882,1
4885,4
4887,1
4888,4
4889,3
4890,3
4891,0
4892,1
4894,3
4896,1
4897,4
4902,3
4905,1
4907,1
4910,1
4911,1
4913,1
4914,2
4916,0
4923,1
4924,0
4926,1
4928,4
4929,2
4930,0
4931,4
4932,2
4934,2
4938,3
4939,4
4940,1
4945,3
4946,0
4952,0
4953,2
4954,1
4955,2
4956,4
4958,3
4959,1
4969,4
4970,2
4971,4
4973,3
4975,4
4976,4
4978,4
4980,3
4981,2
4985,1
4986,4
4990,0
4991,3
4992,2
4994,1
4995,0
4996,2
4997,0
4999,0
5000,1
5003,4
5006,0
5010,2
5015,0
5017,3
5019,1
5020,3
5021,1
5022,2
5024,3
5026,0
5030,4
5032,4
5035,4
5037,0
5041,3
5043,3
5045,1
5047,4
5049,0
5051,1
5052,1
5054,4
5057,2
5060,1
5061,2
5066,2
5068,4
5070,0
5071,1
5073,1
5074,1
5076,1
5080,1
5081,3
5084,4
5086,4
5087,2
5088,2
5089,2
5090,4
5091,1
5092,2
5093,2
5095,1
5096,4
5097,1
5100,4
5102,1
5104,0
5106,3
5109,1
5116,0
5117,2
5118,4
5119,1
5122,3
5125,2
5130,0
5133,1
5139,4
5140,4
5142,1
5143,4
5144,1
5148,0
5150,4
5151,1
5152,0
5155,0
5156,2
5157,1
5158,1
5159,1
5160,3
5163,2
5165,3
5167,3
5169,2
5173,4
5177,3
5178,3
5181,4
5185,3
5186,1
5187,1
5188,2
5190,0
5194,0
5195,3
5196,3
5198,0
5200,1
5201,3
5202,3
5210,1
5211,4
5212,1
5213,1
5216,4
5217,0
5219,1
5220,4
5221,2
5222,2
5224,1
5225,3
5226,2
5228,1
5229,0
5231,3
5236,2
5238,1
5242,2
5243,2
5244,4
5245,1
5246,2
5247,1
5248,1
5250,0
5252,2
5254,4
5257,2
5258,3
5260,3
5261,0
5262,3
5264,2
5265,4
5266,0
5267,0
5268,2
5269,3
5270,3
5271,0
5272,3
5274,1
5276,3
5279,2
5280,1
5281,1
5285,4
5287,1
5288,1
5289,1
5290,4
5291,0
5292,0
5294,0
5295,0
5296,2
5297,2
5299,1
5302,0
5303,4
5304,0
5306,4
5311,1
5312,1
5314,1
5316,3
5317,0
5319,0
5320,0
5321,0
5324,2
5327,4
5328,0
5330,3
5335,2
5339,2
5347,4
5361,1
5362,0
5363,3
5364,0
5365,1
5366,0
5367,0
5368,4
5369,2
5372,1
5373,2
5375,2
5378,4
5379,4
5381,4
5384,2
5386,1
5389,0
5391,2
5392,4
5394,1
5396,2
5398,3
5399,0
5402,4
5403,1
5404,0
5405,3
5407,3
5408,1
5410,1
5411,2
5417,2
5420,0
5427,3
5429,2
5430,4
5431,0
5432,0
5433,2
5436,2
5439,4
5440,0
5443,4
5444,1
5446,1
5448,1
5449,1
5451,2
5452,2
5453,0
5456,1
5462,3
5464,4
5465,4
5466,1
5471,3
5475,3
5476,0
5477,4
5479,4
5481,2
5482,1
5484,0
5487,4
5493,3
5494,2
5495,1
5498,2
5500,4
5504,3
5506,2
5512,2
5514,0
5515,1
5516,0
5518,4
5521,0
5523,1
5524,0
5525,4
5526,3
5529,2
5540,3
5541,0
5542,0
5543,2
5544,4
5546,1
5547,3
5548,3
5550,3
5551,2
5553,3
5557,2
5559,4
5560,1
5561,3
5564,3
5565,4
5569,1
5572,2
5574,0
5576,4
5577,1
5580,2
5581,0
5583,2
5587,2
5589,2
5590,1
5591,4
5594,1
5595,0
5596,3
5597,1
5600,2
5601,1
5602,2
5604,4
5605,3
5607,4
5608,1
5610,3
5611,0
5613,0
5617,2
5619,3
5620,3
5623,3
5625,0
5627,4
5630,0
5631,4
5632,4
5635,3
5636,0
5637,2
5641,3
5642,2
5643,2
5644,4
5649,2
5656,0
5657,4
5662,0
5667,4
5668,3
5670,4
5672,2
5673,0
5676,4
5677,2
5679,2
5681,2
5683,1
5684,0
5685,4
5691,3
5692,0
5693,0
5694,1
5695,2
5696,2
5698,3
5702,1
5703,0
5706,3
5707,3
5711,0
5712,2
5719,4
5720,4
5721,2
5723,1
5725,1
5727,4
5728,3
5729,1
5730,2
5731,0
5735,3
5738,0
5739,3
5743,2
5745,0
5751,3
5752,4
5753,2
5754,0
5757,2
5759,4
5760,0
5762,4
5766,3
5767,1
5768,1
5769,1
5771,1
5772,0
5774,2
5775,1
5777,2
5778,3
5781,3
5783,0
5787,2
5788,4
5789,0
5790,3
5791,2
5792,2
5793,0
5797,4
5799,1
5801,4
5803,3
5806,2
5808,3
5809,1
5811,1
5814,3
5815,3
5820,4
5822,0
5823,1
5824,0
5832,3
5835,3
5838,4
5842,1
5847,2
5849,3
5850,0
5851,1
5852,4
5860,1
5862,2
5863,3
5864,2
5865,1
5866,3
5875,0
5877,3
5878,4
5879,4
5885,3
5892,3
5893,4
5894,1
5898,1
5900,0
5901,1
5903,0
5904,3
5905,1
5906,1
5907,4
5909,1
5910,3
5911,4
5913,3
5916,2
5917,4
5919,4
5921,3
