id,id
296,8078
296,15690
296,20762
296,21247
296,23667
297,1485
297,6494
298,652
298,4024
298,13155
298,13190
298,15588
298,16922
298,19514
298,25273
299,16192
300,9174
300,9526
300,9614
300,10307
300,10949
300,11652
300,15227
300,15323
300,17749
300,21337
300,22840
300,23392
300,24227
302,13050
302,14691
302,16667
302,20461
303,11289
304,13918
305,2211
305,3182
305,4419
305,11227
305,14025
305,18751
305,20841
308,6592
308,15587
308,25225
309,468
309,1301
309,3529
309,7916
309,8960
309,11990
309,22990
309,25078
313,13317
313,22818
315,7864
316,5526
316,15866
316,23587
318,15227
319,12899
320,16581
320,22686
321,3064
321,4244
321,7049
321,8018
321,8347
321,9371
321,11873
321,15652
321,15967
321,16992
321,22599
322,15565
322,17402
323,81
323,4656
324,7149
324,18475
324,22841
324,23361
325,1327
325,9864
327,14579
328,632
328,8639
328,21241
332,8814
333,4690
333,10672
334,2777
334,9143
334,22004
336,9945
337,3869
338,5494
338,6045
338,7691
338,9200
338,9651
338,18946
339,23022
340,6040
342,2242
342,3244
342,8794
342,10062
342,17137
342,18001
342,21051
342,25433
343,19875
344,7102
344,14930
345,980
345,1631
345,1957
345,7310
345,8492
345,10701
345,14072
345,16791
345,17854
345,22326
345,23729
345,23985
345,24083
345,24288
345,24909
346,509
346,2016
346,3064
346,6892
346,8816
346,9248
346,14957
346,20845
347,8097
347,9988
347,16006
347,16140
348,6158
348,14053
348,15351
348,19114
348,20431
348,23081
348,24790
349,15850
349,19985
349,22522
351,6476
351,7100
351,15812
351,18183
351,19707
351,22766
352,764
352,1426
352,7864
352,9318
354,8861
356,802
356,3412
356,14246
356,22552
356,24900
357,3586
357,3964
357,13034
357,15054
357,16080
357,19465
357,22742
357,25287
358,19514
360,1508
360,19204
362,3964
362,4169
362,5755
362,10769
362,12544
362,15763
362,18481
362,19569
362,20102
362,22742
363,8123
363,10580
363,17013
363,17944
364,1172
364,4024
364,22777
365,2022
365,11156
365,15025
365,16771
365,22160
366,9048
367,10942
368,1483
368,13717
370,18440
375,2317
375,14825
376,1022
376,23038
377,1627
377,2092
377,9988
377,14504
377,16140
377,19052
377,19309
378,3087
378,19799
379,2023
379,17082
379,23084
380,1197
380,19012
380,24480
381,381
382,20514
384,13783
384,17535
385,17290
388,4616
388,8485
392,4935
392,11480
392,14255
394,3545
394,5695
394,7411
394,16272
394,20509
394,25408
396,79
396,1279
396,1850
396,2472
396,3560
396,5263
396,7545
396,7818
396,7845
396,9141
396,9761
396,10349
396,18665
396,19367
396,19967
396,20233
396,24276
397,6983
397,8549
398,4256
398,7780
398,12215
398,17845
399,2197
399,21375
400,5586
400,12550
401,8763
402,9788
402,11140
402,24002
404,9173
404,23664
405,7000
405,16794
407,18361
408,80
408,1757
408,6955
408,7840
408,14874
408,16606
408,19059
408,19072
408,22712
408,23687
409,1278
409,1748
409,6429
409,7430
409,8970
409,10646
409,11449
409,22506
410,11663
410,12571
410,22882
411,19939
412,3044
412,4316
413,2461
413,11146
413,11450
413,19242
413,22209
413,22931
413,24956
414,10013
414,24019
415,2680
415,6730
417,13225
417,14778
419,23600
420,4977
422,14080
423,16313
424,14531
424,18506
424,22910
425,5954
425,14773
426,1896
426,3970
426,7085
426,11094
426,13576
426,15295
426,25265
428,2167
428,3819
428,4183
428,6183
428,6841
428,19220
428,19512
428,20521
428,21639
429,13884
429,16123
432,7854
433,10896
433,21846
435,74
435,14773
435,15565
435,18440
435,19514
435,21337
435,22311
435,24226
435,24751
436,9222
436,22534
437,5673
437,15457
437,17325
437,22199
438,5955
438,16402
441,15075
442,7338
443,24697
445,10450
445,10570
445,16472
446,40
446,4318
446,5954
446,10496
446,17378
447,17616
447,22760
448,181
448,4685
448,24501
450,10446
450,14304
450,21719
451,276
451,17710
451,19334
451,20254
451,21051
452,4036
452,4327
452,9408
452,11049
452,11771
452,13558
452,14635
452,14904
452,19541
452,20435
452,22743
453,6825
453,12860
455,15903
456,16341
456,20168
457,6370
460,3867
460,8485
460,17492
462,13459
463,916
463,2886
463,5568
463,5943
463,9329
463,9391
463,13910
463,23255
463,23466
463,25553
465,13847
465,19245
465,19812
465,21175
466,19518
466,21096
467,2693
467,3804
467,6691
467,9444
467,13380
467,14205
467,15249
467,20535
467,22376
468,20238
468,21175
471,5256
473,4409
473,8925
473,9048
473,9331
473,10606
473,10796
473,11752
473,14407
473,17480
473,17715
473,17738
473,20003
473,20045
474,769
474,4265
474,14839
474,15598
474,23854
476,3513
476,7212
478,1201
478,17474
479,3861
479,8530
479,9282
479,12918
479,14940
479,16402
479,20050
479,23705
480,24485
481,6158
481,8884
481,12924
481,24790
482,15595
482,17230
482,19729
482,21175
482,22611
482,25477
484,6048
484,7771
484,24413
485,6356
485,13018
486,772
486,11141
486,14304
486,15964
486,23736
487,12752
488,15882
488,16984
491,2389
491,7886
492,8674
492,17397
492,24196
493,3222
494,6327
494,8287
494,14970
494,21749
494,25345
496,4318
496,20139
497,9211
497,19812
497,21175
497,23667
498,4576
499,5263
499,10349
499,21577
499,23986
501,275
501,545
501,11063
501,14431
501,17223
501,22086
501,23305
502,5841
502,19663
503,2610
503,16408
504,17820
504,24494
506,1010
506,2680
506,4851
506,9425
506,16588
506,16879
507,668
507,5373
507,5852
507,9103
507,11158
507,18946
507,24015
508,721
508,1104
508,2680
508,9425
508,10085
508,10244
508,12592
508,23942
509,2017
509,2477
509,4815
509,8413
509,8816
509,8936
509,9248
509,9765
509,12113
509,14957
509,19114
509,20431
509,20845
509,24790
510,3755
511,9427
511,10441
512,2629
512,6048
512,14094
513,9181
513,24491
514,402
514,4596
514,9788
514,18547
514,25162
515,9115
515,9425
515,14807
516,4585
516,5415
516,10886
518,9904
518,13695
518,18792
518,19328
519,2503
519,8517
519,13516
519,20622
520,2666
522,11325
522,15212
522,17497
522,20431
523,272
523,7620
523,11247
523,12496
523,13112
523,17204
523,17749
523,21639
523,22519
524,11018
524,13352
524,23841
524,25115
527,12699
528,1013
528,7814
528,20990
529,18941
530,850
530,4422
530,8481
530,19378
532,9077
533,202
533,1945
533,7786
533,19236
533,25104
534,1800
534,2298
534,3475
534,7349
534,7396
534,11466
534,12142
534,14260
534,15095
534,16436
534,16999
534,17481
534,18132
534,20431
536,14300
536,16188
537,2986
537,4079
537,10318
537,12307
537,14097
537,14586
537,15357
537,15595
537,19394
537,21936
537,23860
538,3683
538,6953
538,9331
538,11752
538,14602
538,19772
538,24713
539,21409
540,2027
540,2954
542,2496
542,16914
542,17384
542,20159
542,23428
542,23576
542,23876
544,14579
544,25353
546,24015
548,1279
548,1541
548,2472
548,12334
550,6318
550,11737
551,79
551,1279
551,1541
551,1850
551,2472
551,11582
551,24936
551,25531
553,18809
555,1022
555,5146
555,10794
556,14732
556,14916
556,18781
556,19388
557,6659
557,8569
557,14435
557,14677
558,23088
559,8123
559,12453
559,18062
559,22882
563,13351
563,16563
564,707
564,10115
565,1895
565,2116
565,7108
565,15016
565,21400
565,24505
566,1415
566,2192
566,12658
567,8475
568,523
568,2936
568,17648
568,17749
568,20776
568,21719
568,21818
568,23313
569,3885
570,6158
570,17710
570,20431
570,24790
571,1809
571,6298
571,14200
571,16754
571,24622
572,2181
572,3970
572,6999
572,13026
572,13414
572,14861
572,16049
573,22296
574,1414
575,4838
575,5685
575,5850
575,10144
575,18467
575,18943
575,21178
575,21728
575,23192
576,9158
576,15025
576,17069
576,17145
576,18077
576,23204
578,6951
578,7710
578,8728
578,17074
580,3347
580,6048
580,11146
580,11564
580,15025
580,17090
581,8657
581,9733
581,14138
581,16038
581,16876
581,23377
582,2316
582,13552
582,18653
582,24088
583,455
583,2537
583,5742
583,20096
583,24737
584,2564
585,409
585,1227
585,13368
585,21538
586,7000
587,8816
587,12911
588,11240
589,88
590,1192
590,4187
590,4709
590,12637
590,17325
590,22286
590,23878
591,556
591,11762
591,14732
591,15683
591,19388
592,66
593,14970
593,21539
593,23038
593,24017
593,25227
594,4911
594,5012
594,11055
594,15568
594,15627
594,21051
594,21987
594,23278
597,6580
597,12595
597,14293
597,15984
597,20281
598,25082
599,20364
599,20903
599,21051
599,23482
600,14486
600,19423
601,8287
601,10386
601,12249
601,12360
601,12756
601,15135
601,17607
601,23981
602,3140
603,11365
603,24466
606,1850
606,7725
606,13838
606,14850
606,14859
606,19202
606,24936
607,2881
607,8653
607,11753
607,14306
608,7619
608,9913
612,19218
616,3060
616,10241
617,8176
617,14097
617,14628
617,22660
617,23793
617,24283
618,17382
619,1609
621,88
623,10142
624,2842
624,20990
624,22579
625,17325
626,14641
626,15156
626,15988
626,16113
627,21567
627,23300
628,1428
628,3831
628,5693
628,8697
628,14582
628,14752
630,3390
630,18737
630,23393
631,7102
631,9651
631,11140
631,12168
631,14306
631,22451
632,15402
632,24929
633,23660
634,6046
634,13797
635,106
635,6154
635,15039
635,16733
635,25453
637,4086
637,25314
641,1032
641,2153
641,3195
641,4079
641,4647
641,6957
641,8517
641,9298
641,9533
641,11235
641,16756
641,17287
641,22627
641,23305
641,23549
641,24499
642,2381
642,10543
643,15403
644,468
644,3756
644,10187
644,16934
645,10043
646,5719
648,506
648,10423
648,15685
648,22601
648,22611
649,2254
649,2638
649,2649
649,4453
649,5110
649,8997
649,12426
649,14757
649,16148
649,20159
649,23099
649,24901
649,25443
650,6276
650,22317
651,9469
651,10796
651,14602
651,17391
651,19520
651,19966
651,24713
652,2613
652,16922
654,7706
654,8801
654,16067
654,17329
654,22236
656,14677
656,18035
657,6191
659,11319
659,12435
660,5183
660,5923
660,9670
660,10193
660,16237
661,9041
663,1347
663,4521
663,6597
663,13526
663,19518
663,21472
666,19771
667,8513
667,13155
667,17402
667,22311
668,5373
668,11158
668,16487
669,6707
669,18403
669,24870
670,10624
670,18062
670,21051
670,21949
670,23361
671,517
671,12344
671,19739
672,3508
672,23587
674,20476
674,22820
674,23266
675,1032
675,3206
675,4038
675,11663
675,12087
675,13773
675,20050
675,21875
675,22105
675,23745
675,24858
676,11209
677,4206
677,22707
677,23878
679,2882
679,3249
679,5415
679,12729
679,24517
680,707
680,9425
680,10404
680,10701
680,12089
680,18071
680,19245
680,19360
680,19812
680,20753
680,21175
680,24288
681,3792
681,11736
682,2041
682,25109
683,13283
683,15791
683,18289
683,24151
684,1479
684,4036
684,12787
684,15069
684,18802
684,24354
685,17321
685,17736
685,22008
686,14926
688,1045
688,2185
688,2829
688,3572
688,11507
688,14588
688,14971
688,15240
688,16701
688,16789
688,17749
688,19140
688,19992
688,22434
688,22840
689,4969
689,11033
690,10945
690,17366
690,21804
691,1032
691,3525
691,5317
691,9282
691,10983
691,11828
691,17287
691,21175
691,22972
691,24208
692,1022
692,10373
692,11646
692,18337
692,24972
693,738
693,922
693,3064
693,5098
693,5552
693,7931
693,15824
693,17702
693,19183
693,19857
693,25364
694,3733
694,10480
694,14393
697,23361
699,1319
699,11379
699,11437
699,13695
699,14299
699,14773
699,15607
699,17378
699,18235
699,18578
699,19485
699,21766
701,922
701,8731
701,8816
701,9248
701,20431
701,24790
702,2919
702,11325
702,19263
702,20431
702,25495
703,1391
703,18590
704,860
704,3689
704,11580
704,11805
704,17380
704,17562
705,9041
706,1391
707,482
707,11410
707,14097
707,19376
707,19729
707,21224
707,23206
707,24941
707,25477
708,5001
708,9803
708,9945
708,17449
709,824
709,1537
709,1688
709,16680
709,16892
709,21850
709,22311
710,15928
710,19309
711,2954
711,7414
711,7417
712,9156
713,985
713,5391
713,8595
713,10048
713,10358
713,17286
714,13503
715,10655
715,19000
717,2386
717,11209
718,3364
718,11755
718,13622
718,14088
718,16999
718,18132
718,20431
718,21581
718,22105
718,25372
719,5763
719,7331
719,8253
719,9383
719,17575
719,24723
720,599
720,2429
720,4414
720,10688
720,17356
720,21818
720,22486
720,22682
720,24447
721,508
721,9425
721,12592
721,14807
721,16869
721,17735
725,2058
725,10781
725,15711
725,17580
725,24929
726,15964
726,17749
728,2639
729,5494
729,7162
729,8970
729,13317
729,18946
729,24307
730,1022
730,14759
730,21051
731,24163
732,8769
732,16009
732,20912
734,4907
734,15487
734,20542
735,140
735,3898
735,6414
735,7060
735,11926
738,3413
738,10511
738,12782
739,92
739,9588
742,1484
742,4559
742,5062
742,16596
746,20945
746,22506
747,7398
747,7455
748,22672
749,451
749,9039
749,14317
749,21051
749,21175
749,23361
750,1022
750,8773
750,10794
750,10863
750,19629
750,19985
751,561
751,4247
751,7118
751,24524
752,22620
756,55
757,17497
757,19114
757,20431
757,22599
758,4659
758,23915
758,25130
759,7136
759,11163
760,11348
760,22534
761,5463
761,17035
762,25523
763,7771
763,13621
764,7262
764,7864
764,11700
764,18255
764,23025
764,24028
767,1810
767,3393
767,7823
767,13817
767,17116
768,1143
768,2829
768,5232
769,8140
769,14839
769,17968
770,9041
770,15530
770,20929
771,4288
771,9552
771,10861
771,13936
771,14087
771,16344
771,18241
771,20551
771,23878
772,1210
772,7816
772,7840
772,13488
772,21536
773,8004
773,18219
774,18254
774,22506
775,18829
778,4544
779,512
779,1954
779,9606
779,12456
779,19232
779,22987
779,25024
783,2534
783,9716
783,9788
783,11244
785,10485
786,10407
786,11490
786,16636
786,18147
786,22790
789,23361
790,1726
790,2297
790,8289
790,19083
794,20616
795,160
795,2602
795,4892
795,6463
795,21238
795,21362
796,2
796,2483
796,4406
796,7311
796,8595
796,16098
796,16683
796,17109
796,18127
796,21175
796,21223
796,23319
797,8819
797,8856
797,18062
797,20310
798,2167
798,3819
798,4183
798,6829
798,10665
798,18784
798,21639
798,24669
801,18783
801,19059
802,356
802,9788
803,24350
804,21175
805,17898
806,695
807,6069
807,8579
808,6933
808,21205
808,25010
809,15218
809,20757
809,23804
811,19059
811,19132
811,19585
813,14794
813,22766
814,4664
814,5881
815,1895
815,9531
817,13205
818,16786
818,22687
819,21266
820,21210
821,21803
821,22218
822,11853
824,4151
824,5232
824,25434
825,21633
826,6750
826,7874
826,20075
826,20589
826,25551
828,4241
828,5964
828,9435
828,16505
828,17449
828,20676
829,79
829,1850
829,3068
829,7699
829,11106
829,25284
830,3689
830,4713
830,9969
830,19518
830,19986
830,24191
830,24283
831,4318
831,9865
832,1556
832,1850
832,5665
832,6123
832,8246
832,14720
832,15151
832,17650
832,19367
833,1101
833,9531
833,10761
833,12323
833,12430
833,14264
834,922
834,2017
834,6178
834,8816
834,13530
835,11874
835,13564
835,14912
835,21664
836,1553
836,8090
838,10163
838,17954
839,2561
840,19671
841,1412
841,5528
841,10365
841,16175
841,20775
841,22377
841,23149
841,23946
842,1495
842,5281
842,10120
842,10148
842,16409
842,17284
842,17497
842,19114
842,20431
842,22599
842,23472
842,24360
842,24451
842,24790
844,11490
845,10713
848,147
848,3215
848,5566
848,11890
848,12332
848,16097
850,55
850,6233
850,10810
850,14784
850,17037
850,19809
851,74
851,4613
851,10830
851,16179
851,18536
853,6364
854,6428
854,19195
855,6069
855,13051
855,20733
856,13929
857,5605
857,7310
857,8300
857,22004
857,22586
857,24415
857,24758
859,14699
860,196
860,7706
860,8530
860,16107
860,17329
860,17439
860,22326
860,24909
862,2987
862,3130
862,4367
862,19743
863,9656
863,19518
864,1165
864,4600
864,5591
864,7439
864,13948
864,15655
864,17090
864,18475
864,22841
864,23132
864,23442
864,23674
864,24940
866,8611
866,10645
866,10886
866,21338
866,21888
869,11042
869,17497
869,20431
869,21175
870,7921
872,9788
872,11140
872,12706
872,22932
873,17813
874,3651
874,6327
874,14970
877,7623
877,7979
877,8765
877,15164
879,5401
879,14465
880,6198
881,13352
882,3673
882,6075
884,15653
885,6301
885,10937
885,14717
885,16711
885,19002
885,19891
885,20642
886,21051
888,18021
889,5247
889,6037
889,8205
891,1022
891,2436
891,8028
891,13508
891,13644
892,25525
893,5466
893,14830
893,21633
894,1327
894,3905
894,6555
894,6640
894,8578
894,9864
894,12035
894,16249
894,16404
894,16850
894,18397
895,4672
895,6659
895,9471
896,4707
896,9171
896,12782
897,1315
897,1433
897,3733
897,5254
897,5350
897,6028
897,11470
897,14094
897,18696
897,19739
897,23787
898,6114
898,9023
898,25471
899,13422
899,15797
899,17664
899,17954
899,20637
899,21792
899,23772
899,23811
899,25297
900,24480
901,468
901,1774
901,2463
901,3275
901,4509
901,10085
901,18344
901,19749
901,20754
901,22709
902,5274
902,8004
902,8816
902,14044
902,19183
902,20431
903,10246
903,23415
904,4325
904,9995
906,7706
906,8530
906,8801
906,9218
906,11922
906,14587
906,17329
906,17439
907,4585
907,12018
907,13088
908,1505
908,3634
908,7463
908,22620
909,5235
910,5707
911,3950
911,4713
911,5247
911,6037
911,6048
911,8636
911,9956
911,9969
911,15817
911,19518
911,20075
911,21223
911,22240
912,3931
912,4386
913,12426
914,3967
914,11668
915,20887
916,4600
916,5016
916,5247
916,9357
916,9894
916,17380
916,20075
916,20268
916,20989
916,22055
918,1361
918,3244
918,7149
918,8794
918,10062
918,11254
918,13671
918,18001
918,20522
918,21699
918,22328
919,1810
919,13747
919,13817
919,17116
920,4567
920,8226
920,9656
920,10567
920,11141
920,13422
920,14232
920,19038
920,19518
920,23811
922,2017
922,5274
922,5587
922,8691
922,8816
922,20845
924,22432
925,9938
926,16214
927,293
927,1870
927,13595
927,13660
927,15750
927,20415
929,14360
929,18438
930,7007
930,13807
930,18062
930,18152
930,21949
931,24532
932,7655
932,24213
933,2788
933,4242
933,6791
933,13608
933,15568
933,17616
933,23361
934,7034
934,18718
935,24646
936,3710
936,19033
937,3347
937,6109
937,6557
937,9638
937,15163
937,17394
937,17615
937,19257
937,20646
937,25346
937,25381
938,19808
938,22580
939,4977
939,9618
940,6734
940,15524
940,25413
941,2713
941,11460
941,24956
942,16873
942,25185
942,25269
943,1218
944,5110
944,19992
944,21719
945,6114
946,963
946,15202
947,88
947,4688
947,13199
951,10303
951,15831
951,24083
953,19068
954,3692
954,10519
954,10525
954,14195
954,14899
954,14912
954,24570
955,19985
956,2731
956,3653
956,4144
956,6386
956,10177
956,14306
956,14590
957,3064
957,6892
957,13485
957,16245
957,20431
958,4248
958,9063
959,5986
960,10757
960,22554
961,7816
961,21536
962,2169
962,3966
962,15403
964,964
964,2923
964,8213
964,9215
964,19687
964,20371
965,6656
965,7710
965,8655
965,8728
965,9682
965,11654
965,16343
965,17129
965,17853
965,18156
965,22052
966,9037
968,10318
968,11094
969,74
969,1504
969,5233
969,16279
970,5064
970,10672
970,16998
970,23981
972,2629
972,3737
972,5576
972,5587
972,12956
972,16057
972,18822
972,20075
972,20740
972,22055
973,6489
977,14258
978,1315
978,1338
978,3861
978,6398
978,8530
978,9039
978,10725
978,11063
978,11868
978,12918
978,14094
978,17329
978,23305
978,23739
979,12729
980,21770
981,710
981,3016
981,5035
981,7266
981,7710
981,10595
981,11654
981,12253
981,12484
981,13112
981,20389
981,25454
982,8927
983,10890
983,12585
983,13224
984,23793
985,842
985,869
985,3359
985,9894
985,10120
985,11042
985,14805
985,14954
985,21175
985,25180
986,18826
986,20431
988,3065
988,5343
988,5678
988,12156
988,13784
988,16813
988,17843
988,19975
988,23670
988,25379
989,6458
989,16094
989,18416
989,23361
990,1151
990,7906
990,9185
990,17074
990,17538
990,17749
990,25349
991,5162
991,8177
991,13037
991,17075
991,24427
991,25147
993,8849
993,18898
994,2863
994,6737
995,21408
995,25252
